participant_index,trial_number,pattern_id,success,n_steps,program_ops,program_symbolic,helpers_used,helpers_used_expanded,helpers_created_this_trial,helper_library_size
14,2,2,1,2,add -> add,"W1 = add(H243, square) ; W2 = add(W1, H244)","H243,H244","H243=W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = reflect_h(line_v) ; W4 = add(W2, line_v) ; W5 = add(W1, W4) | H244=W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = reflect_h(line_v) ; W4 = add(W2, line_v) ; W5 = add(W1, W4) ; W6 = reflect_v(line_v)",H245,1
14,3,3,1,3,reflect_v -> add -> invert,"W1 = reflect_v(line_v) ; W2 = add(H245, W1) ; W3 = invert(W2)",H245,"H245=W1 = add(H243, square)",H246,2
14,4,4,1,4,reflect_h -> add -> invert -> subtract,"W1 = reflect_h(diag) ; W2 = add(diag, W1) ; W3 = invert(W2) ; W4 = subtract(square, W2)",,,"H247,H248,H249,H250",6
14,5,5,1,1,add,"W1 = add(square, H248)",H248,"H248=W1 = reflect_h(diag) ; W2 = add(diag, W1)",,6
14,6,6,1,2,add -> invert,"W1 = add(H250, H248) ; W2 = invert(W1)","H248,H250","H248=W1 = reflect_h(diag) ; W2 = add(diag, W1) | H250=W1 = reflect_h(diag) ; W2 = add(diag, W1) ; W3 = invert(W2) ; W4 = subtract(square, W2)","H251,H252",8
14,7,7,1,8,add -> reflect_h -> reflect_h -> add -> add -> reflect_v -> add -> add,"W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = reflect_h(line_v) ; W4 = add(W2, line_v) ; W5 = add(W1, W4) ; W6 = reflect_v(line_v) ; W7 = add(W5, W6) ; W8 = add(W7, H248)",H248,"H248=W1 = reflect_h(diag) ; W2 = add(diag, W1)","H240,H241,H242,H243,H244,H253,H254",15
14,8,8,1,1,overlap,"W1 = overlap(H248, H254)","H248,H254","H248=W1 = reflect_h(diag) ; W2 = add(diag, W1) | H254=W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = reflect_h(line_v) ; W4 = add(W2, line_v) ; W5 = add(W1, W4) ; W6 = reflect_v(line_v) ; W7 = add(W5, W6)",,15
14,9,9,1,2,overlap -> add,"W1 = overlap(H248, H254) ; W2 = add(W1, square)","H248,H254","H248=W1 = reflect_h(diag) ; W2 = add(diag, W1) | H254=W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = reflect_h(line_v) ; W4 = add(W2, line_v) ; W5 = add(W1, W4) ; W6 = reflect_v(line_v) ; W7 = add(W5, W6)","H255,H256",17
14,10,10,1,1,invert,W1 = invert(H256),H256,"H256=W1 = overlap(H248, H254) ; W2 = add(W1, square)",H257,18
14,11,11,1,2,invert -> add,"W1 = invert(H254) ; W2 = add(W1, H255)","H254,H255","H254=W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = reflect_h(line_v) ; W4 = add(W2, line_v) ; W5 = add(W1, W4) ; W6 = reflect_v(line_v) ; W7 = add(W5, W6) | H255=W1 = overlap(H248, H254)",H258,19
14,12,12,1,1,subtract,"W1 = subtract(H246, H255)","H246,H255","H246=W1 = reflect_v(line_v) ; W2 = add(H245, W1) | H255=W1 = overlap(H248, H254)",H259,20
14,13,13,1,1,subtract,"W1 = subtract(H248, H255)","H248,H255","H248=W1 = reflect_h(diag) ; W2 = add(diag, W1) | H255=W1 = overlap(H248, H254)",H260,21
14,14,14,1,2,add -> subtract,"W1 = add(H254, H248) ; W2 = subtract(W1, H255)","H248,H254,H255","H248=W1 = reflect_h(diag) ; W2 = add(diag, W1) | H254=W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = reflect_h(line_v) ; W4 = add(W2, line_v) ; W5 = add(W1, W4) ; W6 = reflect_v(line_v) ; W7 = add(W5, W6) | H255=W1 = overlap(H248, H254)","H261,H262",23
15,1,1,1,5,reflect_v -> add -> reflect_h -> add -> add,"W1 = reflect_v(line_v) ; W2 = add(line_v, W1) ; W3 = reflect_h(line_h) ; W4 = add(line_h, W3) ; W5 = add(W4, W2)",,,"H263,H264",2
15,2,2,1,4,add -> add -> add -> add,"W1 = add(line_h, H264) ; W2 = add(H263, line_v) ; W3 = add(W2, W1) ; W4 = add(square, W3)","H263,H264","H263=W1 = reflect_v(line_v) | H264=W1 = reflect_v(line_v) ; W2 = add(line_v, W1) ; W3 = reflect_h(line_h)","H265,H266",4
15,3,3,1,1,invert,W1 = invert(H266),H266,"H266=W1 = add(line_h, H264) ; W2 = add(H263, line_v) ; W3 = add(W2, W1) ; W4 = add(square, W3)",H267,5
15,4,4,1,3,subtract -> reflect_h -> overlap,"W1 = subtract(square, diag) ; W2 = reflect_h(W1) ; W3 = overlap(W2, W1)",,,"H268,H269,H270",8
15,5,5,1,3,reflect_h -> add -> add,"W1 = reflect_h(diag) ; W2 = add(diag, W1) ; W3 = add(W2, square)",,,H271,9
15,6,6,1,2,add -> invert,"W1 = add(H271, square) ; W2 = invert(W1)",H271,"H271=W1 = reflect_h(diag) ; W2 = add(diag, W1)","H272,H273",11
15,7,7,1,4,reflect_h -> reflect_v -> add -> add,"W1 = reflect_h(tri) ; W2 = reflect_v(W1) ; W3 = add(W2, tri) ; W4 = add(H265, H271)","H265,H271","H265=W1 = add(line_h, H264) ; W2 = add(H263, line_v) ; W3 = add(W2, W1) | H271=W1 = reflect_h(diag) ; W2 = add(diag, W1)",H274,12
15,8,8,1,5,reflect_v -> add -> reflect_h -> add -> overlap,"W1 = reflect_v(H263) ; W2 = add(H263, line_v) ; W3 = reflect_h(H264) ; W4 = add(H264, line_h) ; W5 = overlap(W2, W4)","H263,H264","H263=W1 = reflect_v(line_v) | H264=W1 = reflect_v(line_v) ; W2 = add(line_v, W1) ; W3 = reflect_h(line_h)","H275,H276",14
15,9,9,1,2,overlap -> add,"W1 = overlap(H276, H275) ; W2 = add(square, W1)","H275,H276","H275=W1 = reflect_v(H263) ; W2 = add(H263, line_v) | H276=W1 = reflect_v(H263) ; W2 = add(H263, line_v) ; W3 = reflect_h(H264) ; W4 = add(H264, line_h)","H277,H278",16
15,10,10,1,1,invert,W1 = invert(H278),H278,"H278=W1 = overlap(H276, H275) ; W2 = add(square, W1)",H279,17
15,11,11,1,4,invert -> invert -> overlap -> add,"W1 = invert(H276) ; W2 = invert(H275) ; W3 = overlap(W1, W2) ; W4 = add(H277, W3)","H275,H276,H277","H275=W1 = reflect_v(H263) ; W2 = add(H263, line_v) | H276=W1 = reflect_v(H263) ; W2 = add(H263, line_v) ; W3 = reflect_h(H264) ; W4 = add(H264, line_h) | H277=W1 = overlap(H276, H275)","H280,H281,H282,H283",21
15,12,12,1,1,subtract,"W1 = subtract(H266, H277)","H266,H277","H266=W1 = add(line_h, H264) ; W2 = add(H263, line_v) ; W3 = add(W2, W1) ; W4 = add(square, W3) | H277=W1 = overlap(H276, H275)",H284,22
15,13,13,1,1,subtract,"W1 = subtract(H271, H277)","H271,H277","H271=W1 = reflect_h(diag) ; W2 = add(diag, W1) | H277=W1 = overlap(H276, H275)",H285,23
15,14,14,1,2,add -> subtract,"W1 = add(H265, H271) ; W2 = subtract(W1, H277)","H265,H271,H277","H265=W1 = add(line_h, H264) ; W2 = add(H263, line_v) ; W3 = add(W2, W1) | H271=W1 = reflect_h(diag) ; W2 = add(diag, W1) | H277=W1 = overlap(H276, H275)","H286,H287",25
16,1,1,1,10,reflect_h -> reflect_h -> add -> reflect_d -> reflect_d -> add -> reflect_v -> add -> add -> add,"W1 = reflect_h(line_v) ; W2 = reflect_h(line_h) ; W3 = add(line_v, W2) ; W4 = reflect_d(line_v) ; W5 = reflect_d(line_h) ; W6 = add(line_v, line_h) ; W7 = reflect_v(line_v) ; W8 = add(line_v, W7) ; W9 = add(W2, line_h) ; W10 = add(W8, W9)",,,H288,1
16,2,2,1,1,add,"W1 = add(square, H288)",H288,"H288=W1 = reflect_h(line_v) ; W2 = reflect_h(line_h) ; W3 = add(line_v, W2) ; W4 = reflect_d(line_v) ; W5 = reflect_d(line_h) ; W6 = add(line_v, line_h) ; W7 = reflect_v(line_v) ; W8 = add(line_v, W7) ; W9 = add(W2, line_h) ; W10 = add(W8, W9)",H289,2
16,3,3,1,2,invert -> invert,W1 = invert(blank) ; W2 = invert(H289),H289,"H289=W1 = add(square, H288)",H290,3
16,4,4,1,9,invert -> reflect_v -> invert -> reflect_h -> overlap -> add -> subtract -> overlap -> overlap,"W1 = invert(diag) ; W2 = reflect_v(diag) ; W3 = invert(blank) ; W4 = reflect_h(square) ; W5 = overlap(W3, square) ; W6 = add(square, W2) ; W7 = subtract(W3, W2) ; W8 = overlap(W1, W7) ; W9 = overlap(W8, square)",,,H291,4
16,5,5,1,3,reflect_v -> add -> add,"W1 = reflect_v(diag) ; W2 = add(W1, diag) ; W3 = add(square, W2)",,,H292,5
16,6,6,1,1,invert,W1 = invert(H292),H292,"H292=W1 = reflect_v(diag) ; W2 = add(W1, diag) ; W3 = add(square, W2)",H293,6
16,7,7,1,3,add -> reflect_v -> add,"W1 = add(diag, H288) ; W2 = reflect_v(diag) ; W3 = add(W1, W2)",H288,"H288=W1 = reflect_h(line_v) ; W2 = reflect_h(line_h) ; W3 = add(line_v, W2) ; W4 = reflect_d(line_v) ; W5 = reflect_d(line_h) ; W6 = add(line_v, line_h) ; W7 = reflect_v(line_v) ; W8 = add(line_v, W7) ; W9 = add(W2, line_h) ; W10 = add(W8, W9)",H294,7
16,8,8,1,5,reflect_h -> add -> reflect_v -> add -> overlap,"W1 = reflect_h(line_h) ; W2 = add(line_h, W1) ; W3 = reflect_v(line_v) ; W4 = add(line_v, W3) ; W5 = overlap(W2, W4)",,,H295,8
16,9,9,1,1,add,"W1 = add(square, H295)",H295,"H295=W1 = reflect_h(line_h) ; W2 = add(line_h, W1) ; W3 = reflect_v(line_v) ; W4 = add(line_v, W3) ; W5 = overlap(W2, W4)",H296,9
16,10,10,1,6,invert -> invert -> invert -> add -> invert -> subtract,"W1 = invert(blank) ; W2 = invert(W1) ; W3 = invert(square) ; W4 = add(blank, W3) ; W5 = invert(H295) ; W6 = subtract(W4, H295)",H295,"H295=W1 = reflect_h(line_h) ; W2 = add(line_h, W1) ; W3 = reflect_v(line_v) ; W4 = add(line_v, W3) ; W5 = overlap(W2, W4)",H297,10
16,11,11,1,3,invert -> subtract -> add,"W1 = invert(blank) ; W2 = subtract(W1, H288) ; W3 = add(H295, W2)","H288,H295","H288=W1 = reflect_h(line_v) ; W2 = reflect_h(line_h) ; W3 = add(line_v, W2) ; W4 = reflect_d(line_v) ; W5 = reflect_d(line_h) ; W6 = add(line_v, line_h) ; W7 = reflect_v(line_v) ; W8 = add(line_v, W7) ; W9 = add(W2, line_h) ; W10 = add(W8, W9) | H295=W1 = reflect_h(line_h) ; W2 = add(line_h, W1) ; W3 = reflect_v(line_v) ; W4 = add(line_v, W3) ; W5 = overlap(W2, W4)",H298,11
16,12,12,1,1,subtract,"W1 = subtract(H289, H295)","H289,H295","H289=W1 = add(square, H288) | H295=W1 = reflect_h(line_h) ; W2 = add(line_h, W1) ; W3 = reflect_v(line_v) ; W4 = add(line_v, W3) ; W5 = overlap(W2, W4)",H299,12
16,13,13,1,3,reflect_v -> add -> subtract,"W1 = reflect_v(diag) ; W2 = add(W1, diag) ; W3 = subtract(W2, H295)",H295,"H295=W1 = reflect_h(line_h) ; W2 = add(line_h, W1) ; W3 = reflect_v(line_v) ; W4 = add(line_v, W3) ; W5 = overlap(W2, W4)",H300,13
16,14,14,1,3,add -> invert -> overlap,"W1 = add(H288, H300) ; W2 = invert(H295) ; W3 = overlap(W1, W2)","H288,H295,H300","H288=W1 = reflect_h(line_v) ; W2 = reflect_h(line_h) ; W3 = add(line_v, W2) ; W4 = reflect_d(line_v) ; W5 = reflect_d(line_h) ; W6 = add(line_v, line_h) ; W7 = reflect_v(line_v) ; W8 = add(line_v, W7) ; W9 = add(W2, line_h) ; W10 = add(W8, W9) | H295=W1 = reflect_h(line_h) ; W2 = add(line_h, W1) ; W3 = reflect_v(line_v) ; W4 = add(line_v, W3) ; W5 = overlap(W2, W4) | H300=W1 = reflect_v(diag) ; W2 = add(W1, diag) ; W3 = subtract(W2, H295)",H301,14
17,1,1,1,5,add -> reflect_h -> reflect_h -> reflect_v -> add,"W1 = add(line_v, line_h) ; W2 = reflect_h(W1) ; W3 = reflect_h(W2) ; W4 = reflect_v(W3) ; W5 = add(W4, W2)",,,"H302,H303",2
17,2,2,1,5,add -> reflect_h -> reflect_v -> add -> add,"W1 = add(line_h, line_v) ; W2 = reflect_h(W1) ; W3 = reflect_v(W2) ; W4 = add(W1, W3) ; W5 = add(square, W4)",,,H304,3
17,3,3,1,2,add -> invert,"W1 = add(square, H304) ; W2 = invert(W1)",H304,"H304=W1 = add(line_h, line_v) ; W2 = reflect_h(W1) ; W3 = reflect_v(W2) ; W4 = add(W1, W3)",,3
17,4,4,1,3,subtract -> reflect_h -> overlap,"W1 = subtract(square, diag) ; W2 = reflect_h(W1) ; W3 = overlap(W2, W1)",,,,3
17,5,5,1,3,add -> reflect_h -> add,"W1 = add(square, diag) ; W2 = reflect_h(W1) ; W3 = add(W2, W1)",,,,3
17,6,6,1,4,add -> reflect_h -> add -> invert,"W1 = add(diag, square) ; W2 = reflect_h(W1) ; W3 = add(W1, W2) ; W4 = invert(W3)",,,H305,4
17,7,7,1,3,add -> reflect_h -> add,"W1 = add(H304, diag) ; W2 = reflect_h(W1) ; W3 = add(W2, diag)",H304,"H304=W1 = add(line_h, line_v) ; W2 = reflect_h(W1) ; W3 = reflect_v(W2) ; W4 = add(W1, W3)",,4
17,8,8,1,6,add -> reflect_h -> reflect_v -> add -> reflect_d -> overlap,"W1 = add(line_v, blank) ; W2 = reflect_h(line_v) ; W3 = reflect_v(line_v) ; W4 = add(W3, line_v) ; W5 = reflect_d(W4) ; W6 = overlap(W5, W4)",,,"H306,H307",6
17,9,9,1,2,overlap -> add,"W1 = overlap(H307, H306) ; W2 = add(square, W1)","H306,H307","H306=W1 = add(line_v, blank) ; W2 = reflect_h(line_v) ; W3 = reflect_v(line_v) ; W4 = add(W3, line_v) | H307=W1 = add(line_v, blank) ; W2 = reflect_h(line_v) ; W3 = reflect_v(line_v) ; W4 = add(W3, line_v) ; W5 = reflect_d(W4)",,6
17,10,10,1,3,overlap -> add -> invert,"W1 = overlap(H307, H306) ; W2 = add(W1, square) ; W3 = invert(W2)","H306,H307","H306=W1 = add(line_v, blank) ; W2 = reflect_h(line_v) ; W3 = reflect_v(line_v) ; W4 = add(W3, line_v) | H307=W1 = add(line_v, blank) ; W2 = reflect_h(line_v) ; W3 = reflect_v(line_v) ; W4 = add(W3, line_v) ; W5 = reflect_d(W4)",,6
17,11,11,1,5,overlap -> invert -> add -> subtract -> invert,"W1 = overlap(H307, H306) ; W2 = invert(tri) ; W3 = add(H307, H306) ; W4 = subtract(W3, W1) ; W5 = invert(W4)","H306,H307","H306=W1 = add(line_v, blank) ; W2 = reflect_h(line_v) ; W3 = reflect_v(line_v) ; W4 = add(W3, line_v) | H307=W1 = add(line_v, blank) ; W2 = reflect_h(line_v) ; W3 = reflect_v(line_v) ; W4 = add(W3, line_v) ; W5 = reflect_d(W4)",H308,7
17,12,12,1,3,add -> subtract -> add,"W1 = add(H307, H306) ; W2 = subtract(W1, H308) ; W3 = add(W2, square)","H306,H307,H308","H306=W1 = add(line_v, blank) ; W2 = reflect_h(line_v) ; W3 = reflect_v(line_v) ; W4 = add(W3, line_v) | H307=W1 = add(line_v, blank) ; W2 = reflect_h(line_v) ; W3 = reflect_v(line_v) ; W4 = add(W3, line_v) ; W5 = reflect_d(W4) | H308=W1 = overlap(H307, H306)",,7
17,13,13,1,3,reflect_v -> add -> subtract,"W1 = reflect_v(diag) ; W2 = add(W1, diag) ; W3 = subtract(W2, H308)",H308,"H308=W1 = overlap(H307, H306)",,7
17,14,14,1,4,reflect_v -> add -> add -> subtract,"W1 = reflect_v(diag) ; W2 = add(W1, diag) ; W3 = add(W2, H304) ; W4 = subtract(W3, H308)","H304,H308","H304=W1 = add(line_h, line_v) ; W2 = reflect_h(W1) ; W3 = reflect_v(W2) ; W4 = add(W1, W3) | H308=W1 = overlap(H307, H306)",H309,8
18,1,1,1,5,reflect_v -> add -> reflect_h -> add -> add,"W1 = reflect_v(line_v) ; W2 = add(line_v, W1) ; W3 = reflect_h(line_h) ; W4 = add(line_h, W3) ; W5 = add(W4, W2)",,,"H310,H311",2
18,2,2,1,4,add -> add -> add -> add,"W1 = add(H310, line_v) ; W2 = add(line_h, H311) ; W3 = add(W1, W2) ; W4 = add(W3, square)","H310,H311","H310=W1 = reflect_v(line_v) | H311=W1 = reflect_v(line_v) ; W2 = add(line_v, W1) ; W3 = reflect_h(line_h)",H312,3
18,3,3,1,2,add -> invert,"W1 = add(H312, square) ; W2 = invert(W1)",H312,"H312=W1 = add(H310, line_v) ; W2 = add(line_h, H311) ; W3 = add(W1, W2)","H313,H314",5
18,4,4,1,6,reflect_h -> add -> overlap -> invert -> overlap -> overlap,"W1 = reflect_h(diag) ; W2 = add(diag, W1) ; W3 = overlap(W2, square) ; W4 = invert(W3) ; W5 = overlap(H313, W4) ; W6 = overlap(W5, square)",H313,"H313=W1 = add(H312, square)","H315,H316,H317,H318",9
18,5,5,1,2,add -> add,"W1 = add(H316, diag) ; W2 = add(W1, square)",H316,H316=W1 = reflect_h(diag),H319,10
18,6,6,1,2,add -> invert,"W1 = add(H319, square) ; W2 = invert(W1)",H319,"H319=W1 = add(H316, diag)",,10
18,7,7,1,1,add,"W1 = add(H312, H319)","H312,H319","H312=W1 = add(H310, line_v) ; W2 = add(line_h, H311) ; W3 = add(W1, W2) | H319=W1 = add(H316, diag)",,10
18,8,8,1,3,add -> add -> overlap,"W1 = add(H310, line_v) ; W2 = add(H311, line_h) ; W3 = overlap(W2, W1)","H310,H311","H310=W1 = reflect_v(line_v) | H311=W1 = reflect_v(line_v) ; W2 = add(line_v, W1) ; W3 = reflect_h(line_h)",H320,11
18,9,9,1,1,add,"W1 = add(H320, square)",H320,"H320=W1 = add(H310, line_v) ; W2 = add(H311, line_h) ; W3 = overlap(W2, W1)",,11
18,10,10,1,2,add -> invert,"W1 = add(square, H320) ; W2 = invert(W1)",H320,"H320=W1 = add(H310, line_v) ; W2 = add(H311, line_h) ; W3 = overlap(W2, W1)",,11
18,11,11,1,6,add -> add -> add -> overlap -> invert -> add,"W1 = add(H314, blank) ; W2 = add(W1, H320) ; W3 = add(W2, square) ; W4 = overlap(W3, blank) ; W5 = invert(H312) ; W6 = add(W5, H320)","H312,H314,H320","H312=W1 = add(H310, line_v) ; W2 = add(line_h, H311) ; W3 = add(W1, W2) | H314=W1 = add(H312, square) ; W2 = invert(W1) | H320=W1 = add(H310, line_v) ; W2 = add(H311, line_h) ; W3 = overlap(W2, W1)",,11
18,12,12,1,3,add -> invert -> overlap,"W1 = add(square, H312) ; W2 = invert(H320) ; W3 = overlap(W1, W2)","H312,H320","H312=W1 = add(H310, line_v) ; W2 = add(line_h, H311) ; W3 = add(W1, W2) | H320=W1 = add(H310, line_v) ; W2 = add(H311, line_h) ; W3 = overlap(W2, W1)",,11
18,13,13,1,2,invert -> overlap,"W1 = invert(H320) ; W2 = overlap(H319, W1)","H319,H320","H319=W1 = add(H316, diag) | H320=W1 = add(H310, line_v) ; W2 = add(H311, line_h) ; W3 = overlap(W2, W1)",H321,12
18,14,14,1,2,add -> overlap,"W1 = add(H312, H319) ; W2 = overlap(W1, H321)","H312,H319,H321","H312=W1 = add(H310, line_v) ; W2 = add(line_h, H311) ; W3 = add(W1, W2) | H319=W1 = add(H316, diag) | H321=W1 = invert(H320)",,12
19,1,1,1,4,reflect_h -> add -> reflect_d -> add,"W1 = reflect_h(line_h) ; W2 = add(line_h, W1) ; W3 = reflect_d(W2) ; W4 = add(W2, W3)",,,,0
19,2,2,1,6,add -> reflect_v -> add -> reflect_h -> add -> add,"W1 = add(square, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W2, W1) ; W4 = reflect_h(line_h) ; W5 = add(line_h, W4) ; W6 = add(W3, W5)",,,"H322,H323,H324",3
19,3,3,1,2,invert -> invert,W1 = invert(square) ; W2 = invert(H324),H324,"H324=W1 = add(square, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W2, W1) ; W4 = reflect_h(line_h) ; W5 = add(line_h, W4) ; W6 = add(W3, W5)",,3
19,4,4,1,3,reflect_h -> add -> subtract,"W1 = reflect_h(diag) ; W2 = add(W1, diag) ; W3 = subtract(square, W2)",,,H325,4
19,5,5,1,4,add -> reflect_v -> add -> add,"W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2) ; W4 = add(square, W3)",,,"H326,H327",6
19,6,6,1,1,invert,W1 = invert(H327),H327,"H327=W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2) ; W4 = add(square, W3)",,6
19,7,7,1,3,reflect_d -> add -> add,"W1 = reflect_d(H323) ; W2 = add(H323, W1) ; W3 = add(W2, H326)","H323,H326","H323=W1 = add(square, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W2, W1) ; W4 = reflect_h(line_h) ; W5 = add(line_h, W4) | H326=W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2)","H328,H329",8
19,8,8,1,2,overlap -> subtract,"W1 = overlap(H324, H326) ; W2 = subtract(W1, square)","H324,H326","H324=W1 = add(square, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W2, W1) ; W4 = reflect_h(line_h) ; W5 = add(line_h, W4) ; W6 = add(W3, W5) | H326=W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2)","H330,H331",10
19,9,9,1,1,add,"W1 = add(square, H331)",H331,"H331=W1 = overlap(H324, H326) ; W2 = subtract(W1, square)",,10
19,10,10,1,2,invert -> subtract,"W1 = invert(square) ; W2 = subtract(W1, H331)",H331,"H331=W1 = overlap(H324, H326) ; W2 = subtract(W1, square)",,10
19,11,11,1,3,invert -> subtract -> add,"W1 = invert(H331) ; W2 = subtract(W1, H328) ; W3 = add(W2, H331)","H328,H331","H328=W1 = reflect_d(H323) ; W2 = add(H323, W1) | H331=W1 = overlap(H324, H326) ; W2 = subtract(W1, square)",H332,11
19,12,12,1,1,subtract,"W1 = subtract(H324, H331)","H324,H331","H324=W1 = add(square, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W2, W1) ; W4 = reflect_h(line_h) ; W5 = add(line_h, W4) ; W6 = add(W3, W5) | H331=W1 = overlap(H324, H326) ; W2 = subtract(W1, square)",,11
19,13,13,1,1,subtract,"W1 = subtract(H326, H331)","H326,H331","H326=W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2) | H331=W1 = overlap(H324, H326) ; W2 = subtract(W1, square)",,11
19,14,14,1,1,subtract,"W1 = subtract(H329, H331)","H329,H331","H329=W1 = reflect_d(H323) ; W2 = add(H323, W1) ; W3 = add(W2, H326) | H331=W1 = overlap(H324, H326) ; W2 = subtract(W1, square)",,11
20,1,1,1,14,add -> reflect_h -> add -> invert -> reflect_h -> add -> add -> reflect_v -> invert -> reflect_h -> add -> add -> reflect_h -> add,"W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = add(line_h, line_v) ; W4 = invert(square) ; W5 = reflect_h(line_v) ; W6 = add(line_h, line_v) ; W7 = add(tri, tri) ; W8 = reflect_v(line_v) ; W9 = invert(W6) ; W10 = reflect_h(line_h) ; W11 = add(W8, line_v) ; W12 = add(W11, line_h) ; W13 = reflect_h(W12) ; W14 = add(W13, line_h)",,,"H333,H334",2
20,2,2,1,1,add,"W1 = add(square, H334)",H334,"H334=W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = add(line_h, line_v) ; W4 = invert(square) ; W5 = reflect_h(line_v) ; W6 = add(line_h, line_v) ; W7 = add(tri, tri) ; W8 = reflect_v(line_v) ; W9 = invert(W6) ; W10 = reflect_h(line_h) ; W11 = add(W8, line_v) ; W12 = add(W11, line_h) ; W13 = reflect_h(W12) ; W14 = add(W13, line_h)",,2
20,3,3,1,2,add -> invert,"W1 = add(square, H334) ; W2 = invert(W1)",H334,"H334=W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = add(line_h, line_v) ; W4 = invert(square) ; W5 = reflect_h(line_v) ; W6 = add(line_h, line_v) ; W7 = add(tri, tri) ; W8 = reflect_v(line_v) ; W9 = invert(W6) ; W10 = reflect_h(line_h) ; W11 = add(W8, line_v) ; W12 = add(W11, line_h) ; W13 = reflect_h(W12) ; W14 = add(W13, line_h)",,2
20,4,4,1,4,add -> subtract -> reflect_v -> overlap,"W1 = add(square, diag) ; W2 = subtract(W1, diag) ; W3 = reflect_v(W2) ; W4 = overlap(W2, W3)",,,H335,3
20,5,5,1,4,add -> add -> reflect_v -> add,"W1 = add(square, diag) ; W2 = add(square, diag) ; W3 = reflect_v(W2) ; W4 = add(W2, W3)",,,,3
20,6,6,1,5,add -> add -> reflect_h -> add -> invert,"W1 = add(square, diag) ; W2 = add(square, diag) ; W3 = reflect_h(W2) ; W4 = add(W2, W3) ; W5 = invert(W4)",,,H336,4
20,7,7,1,6,add -> add -> subtract -> add -> reflect_h -> add,"W1 = add(H336, blank) ; W2 = add(H334, W1) ; W3 = subtract(W2, square) ; W4 = add(H334, diag) ; W5 = reflect_h(W4) ; W6 = add(W4, W5)","H334,H336","H334=W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = add(line_h, line_v) ; W4 = invert(square) ; W5 = reflect_h(line_v) ; W6 = add(line_h, line_v) ; W7 = add(tri, tri) ; W8 = reflect_v(line_v) ; W9 = invert(W6) ; W10 = reflect_h(line_h) ; W11 = add(W8, line_v) ; W12 = add(W11, line_h) ; W13 = reflect_h(W12) ; W14 = add(W13, line_h) | H336=W1 = add(square, diag) ; W2 = add(square, diag) ; W3 = reflect_h(W2) ; W4 = add(W2, W3)","H337,H338",6
20,8,8,1,6,add -> reflect_v -> add -> overlap -> reflect_h -> add,"W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2) ; W4 = overlap(W3, line_h) ; W5 = reflect_h(W4) ; W6 = add(W4, W5)",,,H339,7
20,9,9,1,1,add,"W1 = add(square, H339)",H339,"H339=W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2) ; W4 = overlap(W3, line_h) ; W5 = reflect_h(W4) ; W6 = add(W4, W5)",,7
20,10,10,1,2,add -> invert,"W1 = add(square, H339) ; W2 = invert(W1)",H339,"H339=W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2) ; W4 = overlap(W3, line_h) ; W5 = reflect_h(W4) ; W6 = add(W4, W5)",,7
